排名,回測開始日期,回測結束日期,策略方案,持股檔數,持倉天數,累積總報酬率(%),年化報酬率CAGR(%),最大回撤MDD(%),勝率(%),獲利因子,總交易次數,2021報酬(%),2022空頭(%),2023主升(%),2024報酬(%),2025報酬(%),2026迄今(%)
1,"2021-01-01","2026-08-10","方案 A",3,120,382.97,32.44,44.63,42.6,1.94,319,5.93,-38.62,193.97,66.11,36.96,11.06
2,"2021-01-01","2026-08-05","方案 D",5,20,347.17,30.72,51.13,46.0,1.83,474,11.63,-37.72,121.59,43.71,71.91,17.50
3,"2021-01-01","2026-08-10","方案 A",8,120,324.60,29.43,21.10,43.2,1.69,837,18.81,-6.89,95.90,35.71,34.01,7.72
4,"2021-01-01","2026-08-05","方案 D",10,20,297.11,27.98,46.90,44.7,1.65,921,25.89,-32.15,78.59,23.13,60.99,31.33
5,"2021-01-01","2026-08-10","方案 B",3,15,296.73,27.88,51.38,47.5,1.84,415,-12.82,-35.36,61.44,54.68,114.09,31.68
6,"2021-01-01","2026-08-10","方案 D",10,90,293.49,27.69,49.55,44.1,1.75,751,12.23,-38.90,121.85,27.53,52.00,33.43
7,"2021-01-01","2026-08-10","方案 D",10,180,293.49,27.69,49.55,44.1,1.75,751,12.23,-38.90,121.85,27.53,52.00,33.43
8,"2021-01-01","2026-08-10","方案 D",10,240,293.49,27.69,49.55,44.1,1.75,751,12.23,-38.90,121.85,27.53,52.00,33.43
9,"2021-01-01","2026-08-10","方案 D",10,300,293.49,27.69,49.55,44.1,1.75,751,12.23,-38.90,121.85,27.53,52.00,33.43
10,"2021-01-01","2026-08-10","方案 D",10,360,293.49,27.69,49.55,44.1,1.75,751,12.23,-38.90,121.85,27.53,52.00,33.43
11,"2021-01-01","2026-08-05","方案 B",2,20,292.74,27.72,59.72,43.1,1.75,290,-14.66,-45.53,97.17,53.03,124.83,24.53
12,"2021-01-01","2026-08-10","方案 B",5,45,291.42,27.57,37.15,44.7,1.71,579,-7.30,-27.58,84.29,48.38,74.03,22.52
13,"2021-01-01","2026-08-10","方案 D",10,45,289.71,27.47,49.34,44.6,1.73,765,14.28,-38.47,115.88,27.57,50.34,33.87
14,"2021-01-01","2026-08-05","方案 B",3,15,289.22,27.52,51.38,47.5,1.82,415,-12.82,-35.36,61.44,54.68,114.09,29.18
15,"2021-01-01","2026-08-05","方案 D",10,45,288.93,27.50,49.34,44.6,1.73,765,14.28,-38.47,115.88,27.57,50.34,33.60
16,"2021-01-01","2026-08-10","方案 D",10,60,288.80,27.42,49.55,43.9,1.74,750,12.23,-38.90,118.01,26.37,53.61,33.97
17,"2021-01-01","2026-08-10","方案 B",2,15,288.67,27.41,48.58,45.3,1.76,296,-1.22,-38.24,61.97,48.68,112.14,24.70
18,"2021-01-01","2026-08-10","方案 E",5,45,288.54,27.40,44.29,40.2,1.74,500,-10.40,-24.18,57.14,50.76,83.40,31.63
19,"2021-01-01","2026-08-05","方案 B",2,15,287.29,27.40,48.58,45.3,1.76,296,-1.22,-38.24,61.97,48.68,112.14,24.25
20,"2021-01-01","2026-08-10","方案 A",3,20,285.58,27.23,47.65,42.0,1.71,338,-0.76,-40.21,157.91,58.43,39.20,14.25
21,"2021-01-01","2026-08-05","方案 B",5,45,284.92,27.26,37.15,44.7,1.69,579,-7.30,-27.58,84.29,48.38,74.03,20.48
22,"2021-01-01","2026-08-10","方案 D",10,30,282.80,27.06,49.13,44.5,1.70,770,12.77,-36.53,92.16,33.84,51.56,37.22
23,"2021-01-01","2026-08-05","方案 B",3,20,282.19,27.10,61.26,44.8,1.78,393,-20.60,-45.43,80.68,61.15,127.95,32.90
24,"2021-01-01","2026-08-05","方案 D",10,30,282.02,27.09,49.13,44.5,1.70,770,12.77,-36.53,92.16,33.84,51.56,36.94
25,"2021-01-01","2026-08-10","方案 A",5,120,270.75,26.34,37.25,40.3,1.61,528,8.64,-33.63,126.36,53.61,44.11,2.61
26,"2021-01-01","2026-08-05","方案 D",5,15,267.06,26.19,49.67,46.0,1.66,472,9.57,-34.34,102.96,39.41,55.01,16.32
27,"2021-01-01","2026-08-10","方案 D",5,15,267.06,26.11,49.67,46.0,1.66,472,9.57,-34.34,102.96,39.41,55.01,16.32
28,"2021-01-01","2026-08-10","方案 D",10,120,262.45,25.83,42.45,44.9,1.67,778,13.26,-30.68,91.63,13.32,40.75,51.04
29,"2021-01-01","2026-08-10","方案 D",8,30,258.84,25.61,51.00,43.1,1.64,642,18.75,-43.46,111.25,28.57,64.34,19.73
30,"2021-01-01","2026-08-05","方案 D",8,30,257.95,25.62,51.00,43.1,1.64,642,18.75,-43.46,111.25,28.57,64.34,19.43
31,"2021-01-01","2026-08-10","方案 D",8,120,255.30,25.38,41.59,44.5,1.62,647,13.43,-28.55,141.08,13.46,26.63,26.57
32,"2021-01-01","2026-08-05","方案 D",10,90,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
33,"2021-01-01","2026-08-05","方案 D",10,120,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
34,"2021-01-01","2026-08-05","方案 D",10,180,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
35,"2021-01-01","2026-08-05","方案 D",10,240,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
36,"2021-01-01","2026-08-05","方案 D",10,300,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
37,"2021-01-01","2026-08-05","方案 D",10,360,255.11,25.44,51.06,43.7,1.60,888,9.68,-39.46,103.74,34.71,22.15,59.52
38,"2021-01-01","2026-08-10","方案 B",5,60,253.47,25.27,36.46,45.0,1.64,569,-2.30,-31.63,60.04,45.15,81.44,25.55
39,"2021-01-01","2026-08-05","方案 D",8,20,249.33,25.07,52.43,44.8,1.62,739,19.69,-40.15,84.80,15.57,63.74,39.45
40,"2021-01-01","2026-08-10","方案 D",5,20,249.29,25.00,46.34,44.3,1.54,503,17.83,-25.94,135.61,17.42,30.00,11.29
41,"2021-01-01","2026-08-10","方案 B",8,45,248.44,24.95,27.36,45.6,1.57,923,5.04,-21.33,59.58,41.94,53.36,21.40
42,"2021-01-01","2026-08-05","方案 B",5,60,246.98,24.92,36.46,45.0,1.62,569,-2.30,-31.63,60.04,45.15,81.44,23.24
43,"2021-01-01","2026-08-10","方案 B",5,90,246.19,24.80,36.46,45.0,1.62,571,-2.30,-31.63,60.04,41.17,81.73,26.23
44,"2021-01-01","2026-08-05","方案 D",10,60,244.50,24.76,51.06,43.6,1.58,888,9.68,-39.46,93.30,36.06,22.38,61.18
45,"2021-01-01","2026-08-10","方案 C",3,20,243.76,24.65,49.86,48.4,1.58,314,-9.58,-37.08,135.19,60.16,44.12,11.31
46,"2021-01-01","2026-08-05","方案 B",8,45,243.51,24.70,27.36,45.5,1.56,923,5.04,-21.33,59.58,41.94,53.36,19.68
47,"2021-01-01","2026-08-10","方案 E",10,30,243.15,24.61,30.09,38.8,1.54,1026,2.28,-19.41,71.20,29.86,47.47,26.97
48,"2021-01-01","2026-08-10","方案 B",5,180,242.09,24.54,36.46,45.2,1.61,569,-2.30,-31.63,60.04,34.25,88.24,26.63
49,"2021-01-01","2026-08-10","方案 B",5,240,242.09,24.54,36.46,45.2,1.61,569,-2.30,-31.63,60.04,34.25,88.24,26.63
50,"2021-01-01","2026-08-10","方案 B",5,300,242.09,24.54,36.46,45.2,1.61,569,-2.30,-31.63,60.04,34.25,88.24,26.63
51,"2021-01-01","2026-08-10","方案 B",5,360,242.09,24.54,36.46,45.2,1.61,569,-2.30,-31.63,60.04,34.25,88.24,26.63
52,"2021-01-01","2026-08-10","方案 E",2,15,241.60,24.51,50.91,44.6,1.63,278,3.14,-39.91,62.94,45.41,102.39,14.94
53,"2021-01-01","2026-08-05","方案 D",5,30,240.44,24.50,53.10,43.9,1.60,412,9.27,-40.21,128.24,38.33,49.12,10.69
54,"2021-01-01","2026-08-10","方案 D",5,30,240.44,24.43,53.10,43.9,1.60,412,9.27,-40.21,128.24,38.33,49.12,10.69
55,"2021-01-01","2026-08-05","方案 B",5,90,239.69,24.45,36.46,45.0,1.60,571,-2.30,-31.63,60.04,41.17,81.73,23.86
56,"2021-01-01","2026-08-10","方案 E",2,90,237.49,24.24,44.41,36.4,1.70,217,-2.97,-33.87,23.14,56.86,82.50,49.20
57,"2021-01-01","2026-08-10","方案 E",2,180,237.49,24.24,44.41,36.4,1.70,217,-2.97,-33.87,23.14,56.86,82.50,49.20
58,"2021-01-01","2026-08-10","方案 E",2,240,237.49,24.24,44.41,36.4,1.70,217,-2.97,-33.87,23.14,56.86,82.50,49.20
59,"2021-01-01","2026-08-10","方案 E",2,300,237.49,24.24,44.41,36.4,1.70,217,-2.97,-33.87,23.14,56.86,82.50,49.20
60,"2021-01-01","2026-08-10","方案 E",2,360,237.49,24.24,44.41,36.4,1.70,217,-2.97,-33.87,23.14,56.86,82.50,49.20
61,"2021-01-01","2026-08-10","方案 E",2,60,236.48,24.17,45.60,36.2,1.70,218,-2.97,-33.87,21.15,58.39,82.89,49.42
62,"2021-01-01","2026-08-10","方案 B",5,30,236.27,24.16,39.03,44.4,1.62,581,-8.61,-30.05,54.58,36.61,95.80,27.21
63,"2021-01-01","2026-08-05","方案 B",5,120,235.59,24.18,36.46,45.2,1.59,569,-2.30,-31.63,60.04,34.25,88.24,24.22
64,"2021-01-01","2026-08-05","方案 B",5,180,235.59,24.18,36.46,45.2,1.59,569,-2.30,-31.63,60.04,34.25,88.24,24.22
65,"2021-01-01","2026-08-05","方案 B",5,240,235.59,24.18,36.46,45.2,1.59,569,-2.30,-31.63,60.04,34.25,88.24,24.22
66,"2021-01-01","2026-08-05","方案 B",5,300,235.59,24.18,36.46,45.2,1.59,569,-2.30,-31.63,60.04,34.25,88.24,24.22
67,"2021-01-01","2026-08-05","方案 B",5,360,235.59,24.18,36.46,45.2,1.59,569,-2.30,-31.63,60.04,34.25,88.24,24.22
68,"2021-01-01","2026-08-10","方案 A",5,90,235.41,24.10,43.93,41.4,1.56,526,3.43,-32.98,80.38,50.92,61.42,10.11
69,"2021-01-01","2026-08-10","方案 A",5,180,235.41,24.10,43.93,41.4,1.56,526,3.43,-32.98,80.38,50.92,61.42,10.11
70,"2021-01-01","2026-08-10","方案 A",5,240,235.41,24.10,43.93,41.4,1.56,526,3.43,-32.98,80.38,50.92,61.42,10.11
71,"2021-01-01","2026-08-10","方案 A",5,300,235.41,24.10,43.93,41.4,1.56,526,3.43,-32.98,80.38,50.92,61.42,10.11
72,"2021-01-01","2026-08-10","方案 A",5,360,235.41,24.10,43.93,41.4,1.56,526,3.43,-32.98,80.38,50.92,61.42,10.11
73,"2021-01-01","2026-08-10","方案 A",5,60,234.83,24.06,43.82,41.4,1.56,526,3.61,-32.95,79.48,50.86,61.62,10.13
74,"2021-01-01","2026-08-10","方案 B",2,120,233.98,24.01,39.17,44.9,1.69,205,-19.29,-16.63,87.82,76.29,37.15,9.31
75,"2021-01-01","2026-08-10","方案 A",10,120,233.58,23.98,21.84,41.9,1.51,1011,11.91,-13.93,62.83,32.60,46.65,9.37
76,"2021-01-01","2026-08-10","方案 D",10,15,232.03,23.88,48.02,45.7,1.57,899,14.14,-28.68,64.90,39.42,42.63,24.39
77,"2021-01-01","2026-08-10","方案 B",8,60,231.64,23.85,29.71,45.0,1.54,910,5.12,-24.63,54.26,39.98,57.94,22.73
78,"2021-01-01","2026-08-05","方案 D",10,15,231.24,23.89,48.02,45.7,1.57,899,14.14,-28.68,64.90,39.42,42.63,24.10
79,"2021-01-01","2026-08-05","方案 B",5,30,229.77,23.79,39.03,44.4,1.60,581,-8.61,-30.05,54.58,36.61,95.80,24.76
80,"2021-01-01","2026-08-10","方案 B",8,90,229.55,23.71,29.91,44.8,1.54,907,4.81,-24.59,54.19,39.10,58.17,22.91
81,"2021-01-01","2026-08-10","方案 B",8,180,229.55,23.71,29.91,44.8,1.54,907,4.81,-24.59,54.19,39.09,58.17,22.91
82,"2021-01-01","2026-08-10","方案 B",8,240,229.55,23.71,29.91,44.8,1.54,907,4.81,-24.59,54.19,39.09,58.17,22.91
83,"2021-01-01","2026-08-10","方案 B",8,300,229.55,23.71,29.91,44.8,1.54,907,4.81,-24.59,54.19,39.09,58.17,22.91
84,"2021-01-01","2026-08-10","方案 B",8,360,229.55,23.71,29.91,44.8,1.54,907,4.81,-24.59,54.19,39.09,58.17,22.91
85,"2021-01-01","2026-08-10","方案 A",5,45,227.37,23.57,45.07,41.3,1.55,530,1.02,-32.60,77.17,49.66,64.28,10.39
86,"2021-01-01","2026-08-10","方案 B",10,60,227.26,23.56,29.76,45.5,1.54,1099,6.42,-24.97,48.11,40.87,49.28,31.60
87,"2021-01-01","2026-08-05","方案 B",8,60,226.71,23.59,29.71,44.8,1.53,910,5.12,-24.63,54.26,39.98,57.94,20.91
88,"2021-01-01","2026-08-10","方案 B",5,120,225.77,23.46,32.63,42.7,1.58,459,-4.31,-22.50,54.21,38.76,86.96,9.81
89,"2021-01-01","2026-08-05","方案 B",8,90,224.62,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.10,58.17,21.07
90,"2021-01-01","2026-08-05","方案 B",8,120,224.61,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.09,58.17,21.07
91,"2021-01-01","2026-08-05","方案 B",8,180,224.61,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.09,58.17,21.07
92,"2021-01-01","2026-08-05","方案 B",8,240,224.61,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.09,58.17,21.07
93,"2021-01-01","2026-08-05","方案 B",8,300,224.61,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.09,58.17,21.07
94,"2021-01-01","2026-08-05","方案 B",8,360,224.61,23.44,29.91,44.6,1.53,907,4.81,-24.59,54.19,39.09,58.17,21.07
95,"2021-01-01","2026-08-10","方案 B",10,90,223.87,23.33,30.11,45.6,1.53,1092,5.68,-24.98,47.30,40.12,49.88,32.04
96,"2021-01-01","2026-08-10","方案 E",5,90,223.55,23.31,47.80,39.0,1.64,459,-14.34,-29.56,51.23,27.26,99.23,39.85
97,"2021-01-01","2026-08-10","方案 E",5,60,223.42,23.30,48.17,39.0,1.65,467,-14.34,-30.05,47.87,29.20,102.02,39.86
98,"2021-01-01","2026-08-10","方案 E",3,30,221.97,23.20,42.01,37.4,1.59,332,-8.87,-25.07,39.99,30.74,78.83,44.05
99,"2021-01-01","2026-08-10","方案 B",10,30,221.73,23.18,29.17,45.5,1.51,1172,11.41,-24.73,54.88,20.75,52.55,34.47
100,"2021-01-01","2026-08-10","方案 E",3,15,221.69,23.18,50.34,45.3,1.60,386,-6.54,-36.34,60.02,37.22,77.43,38.78
101,"2021-01-01","2026-08-10","方案 B",8,30,221.37,23.16,35.29,45.2,1.53,934,-0.68,-23.72,52.76,42.88,57.21,23.63
102,"2021-01-01","2026-08-10","方案 B",10,180,221.36,23.16,30.11,45.5,1.52,1091,5.68,-24.98,47.30,38.72,49.85,32.37
103,"2021-01-01","2026-08-10","方案 B",10,240,221.36,23.16,30.11,45.5,1.52,1091,5.68,-24.98,47.30,38.72,49.85,32.37
104,"2021-01-01","2026-08-10","方案 B",10,300,221.36,23.16,30.11,45.5,1.52,1091,5.68,-24.98,47.30,38.72,49.85,32.37
105,"2021-01-01","2026-08-10","方案 B",10,360,221.36,23.16,30.11,45.5,1.52,1091,5.68,-24.98,47.30,38.72,49.85,32.37
106,"2021-01-01","2026-08-10","方案 D",8,90,221.21,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,14.18
107,"2021-01-01","2026-08-10","方案 D",8,180,221.21,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,14.18
108,"2021-01-01","2026-08-10","方案 D",8,240,221.21,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,14.18
109,"2021-01-01","2026-08-10","方案 D",8,300,221.21,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,14.18
110,"2021-01-01","2026-08-10","方案 D",8,360,221.21,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,14.18
111,"2021-01-01","2026-08-05","方案 B",10,60,220.83,23.18,29.76,45.3,1.52,1099,6.42,-24.97,48.11,40.87,49.28,29.01
112,"2021-01-01","2026-08-05","方案 D",8,90,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
113,"2021-01-01","2026-08-05","方案 D",8,120,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
114,"2021-01-01","2026-08-05","方案 D",8,180,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
115,"2021-01-01","2026-08-05","方案 D",8,240,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
116,"2021-01-01","2026-08-05","方案 D",8,300,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
117,"2021-01-01","2026-08-05","方案 D",8,360,220.31,23.15,52.15,42.5,1.57,628,21.44,-45.10,95.40,29.31,67.00,13.87
118,"2021-01-01","2026-08-10","方案 E",3,45,220.25,23.08,41.94,37.3,1.63,322,-6.72,-23.19,18.79,37.59,90.37,43.67
119,"2021-01-01","2026-08-10","方案 E",3,90,220.22,23.08,46.21,36.3,1.62,317,-7.18,-34.36,40.52,29.72,93.80,48.79
120,"2021-01-01","2026-08-10","方案 E",3,180,220.22,23.08,46.21,36.3,1.62,317,-7.18,-34.36,40.52,29.72,93.80,48.79
121,"2021-01-01","2026-08-10","方案 E",3,240,220.22,23.08,46.21,36.3,1.62,317,-7.18,-34.36,40.52,29.72,93.80,48.79
122,"2021-01-01","2026-08-10","方案 E",3,300,220.22,23.08,46.21,36.3,1.62,317,-7.18,-34.36,40.52,29.72,93.80,48.79
123,"2021-01-01","2026-08-10","方案 E",3,360,220.22,23.08,46.21,36.3,1.62,317,-7.18,-34.36,40.52,29.72,93.80,48.79
124,"2021-01-01","2026-08-10","方案 D",8,60,220.03,23.07,52.15,42.5,1.57,628,21.44,-45.10,94.21,29.53,67.04,14.24
125,"2021-01-01","2026-08-05","方案 A",3,60,219.77,23.11,57.97,40.8,1.55,385,-21.07,-40.99,75.60,65.66,67.61,40.82
126,"2021-01-01","2026-08-10","方案 D",8,15,219.63,23.04,50.91,45.1,1.58,736,11.66,-35.92,80.21,28.14,47.10,31.52
127,"2021-01-01","2026-08-05","方案 D",8,60,219.13,23.07,52.15,42.5,1.57,628,21.44,-45.10,94.21,29.53,67.04,13.92
128,"2021-01-01","2026-08-05","方案 A",3,90,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
129,"2021-01-01","2026-08-05","方案 A",3,120,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
130,"2021-01-01","2026-08-05","方案 A",3,180,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
131,"2021-01-01","2026-08-05","方案 A",3,240,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
132,"2021-01-01","2026-08-05","方案 A",3,300,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
133,"2021-01-01","2026-08-05","方案 A",3,360,219.12,23.07,58.17,40.8,1.55,385,-21.35,-41.09,75.43,66.14,67.75,40.87
134,"2021-01-01","2026-08-10","方案 E",3,60,218.93,22.99,47.68,36.0,1.63,319,-7.18,-34.36,39.20,29.99,94.31,48.89
135,"2021-01-01","2026-08-10","方案 D",10,20,218.75,22.98,44.43,45.7,1.51,932,19.04,-30.19,88.79,9.19,45.20,28.14
136,"2021-01-01","2026-08-05","方案 D",8,15,218.73,23.04,50.91,45.1,1.58,736,11.66,-35.92,80.21,28.14,47.10,31.15
137,"2021-01-01","2026-08-05","方案 A",5,90,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
138,"2021-01-01","2026-08-05","方案 A",5,120,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
139,"2021-01-01","2026-08-05","方案 A",5,180,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
140,"2021-01-01","2026-08-05","方案 A",5,240,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
141,"2021-01-01","2026-08-05","方案 A",5,300,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
142,"2021-01-01","2026-08-05","方案 A",5,360,218.73,23.04,46.39,40.0,1.48,632,0.35,-34.13,85.55,27.04,56.08,31.05
143,"2021-01-01","2026-08-05","方案 A",5,60,218.43,23.02,46.32,40.0,1.48,632,0.54,-34.15,84.76,27.13,56.19,31.10
144,"2021-01-01","2026-08-10","方案 E",5,180,218.00,22.93,47.80,39.0,1.63,459,-14.34,-29.56,51.23,25.61,97.81,40.25
145,"2021-01-01","2026-08-10","方案 E",5,240,218.00,22.93,47.80,39.0,1.63,459,-14.34,-29.56,51.23,25.61,97.81,40.25
146,"2021-01-01","2026-08-10","方案 E",5,300,218.00,22.93,47.80,39.0,1.63,459,-14.34,-29.56,51.23,25.61,97.81,40.25
147,"2021-01-01","2026-08-10","方案 E",5,360,218.00,22.93,47.80,39.0,1.63,459,-14.34,-29.56,51.23,25.61,97.81,40.25
148,"2021-01-01","2026-08-05","方案 B",10,90,217.43,22.95,30.11,45.4,1.51,1092,5.68,-24.98,47.30,40.12,49.88,29.42
149,"2021-01-01","2026-08-10","方案 D",8,45,217.34,22.88,52.18,42.2,1.57,623,20.32,-45.17,87.22,33.17,68.69,14.38
150,"2021-01-01","2026-08-05","方案 D",8,45,216.44,22.88,52.18,42.2,1.57,623,20.32,-45.17,87.22,33.17,68.69,14.06
151,"2021-01-01","2026-08-05","方案 B",8,30,216.44,22.88,35.29,45.1,1.51,934,-0.68,-23.72,52.76,42.88,57.21,21.73
152,"2021-01-01","2026-08-05","方案 B",10,30,215.30,22.80,29.17,45.3,1.49,1172,11.41,-24.73,54.88,20.75,52.55,31.78
153,"2021-01-01","2026-08-05","方案 B",10,120,214.93,22.78,30.11,45.4,1.50,1091,5.68,-24.98,47.30,38.72,49.85,29.72
154,"2021-01-01","2026-08-05","方案 B",10,180,214.93,22.78,30.11,45.4,1.50,1091,5.68,-24.98,47.30,38.72,49.85,29.72
155,"2021-01-01","2026-08-05","方案 B",10,240,214.93,22.78,30.11,45.4,1.50,1091,5.68,-24.98,47.30,38.72,49.85,29.72
156,"2021-01-01","2026-08-05","方案 B",10,300,214.93,22.78,30.11,45.4,1.50,1091,5.68,-24.98,47.30,38.72,49.85,29.72
157,"2021-01-01","2026-08-05","方案 B",10,360,214.93,22.78,30.11,45.4,1.50,1091,5.68,-24.98,47.30,38.72,49.85,29.72
158,"2021-01-01","2026-08-10","方案 B",10,45,214.10,22.66,29.85,45.7,1.50,1121,8.90,-24.71,44.66,34.46,50.32,31.02
159,"2021-01-01","2026-08-05","方案 A",5,45,212.63,22.62,47.79,39.7,1.47,632,-1.76,-34.86,86.96,25.94,57.87,31.43
160,"2021-01-01","2026-08-10","方案 A",8,20,211.78,22.50,34.52,41.4,1.47,889,15.36,-30.60,76.66,40.48,47.95,6.06
161,"2021-01-01","2026-08-10","方案 B",3,10,210.22,22.39,49.05,47.9,1.57,466,-15.29,-36.84,34.94,68.70,106.20,23.53
162,"2021-01-01","2026-08-05","方案 D",3,15,209.97,22.43,56.95,47.2,1.59,290,10.98,-45.15,60.17,77.82,48.78,20.16
163,"2021-01-01","2026-08-10","方案 D",3,15,209.97,22.37,56.95,47.2,1.59,290,10.98,-45.15,60.17,77.82,48.78,20.16
164,"2021-01-01","2026-08-05","方案 A",3,45,208.87,22.35,60.87,40.5,1.54,378,-25.11,-42.45,67.76,76.75,70.58,41.68
165,"2021-01-01","2026-08-10","方案 E",2,45,208.54,22.27,36.65,38.1,1.58,215,-2.97,-24.30,22.54,46.71,76.09,32.67
166,"2021-01-01","2026-08-05","方案 B",10,45,207.66,22.26,29.85,45.5,1.48,1121,8.90,-24.71,44.66,34.46,50.32,28.33
167,"2021-01-01","2026-08-10","方案 C",8,120,207.55,22.20,43.09,43.9,1.49,679,-1.00,-34.49,119.51,37.63,41.05,11.28
168,"2021-01-01","2026-08-05","方案 A",5,30,206.34,22.17,50.32,39.8,1.46,638,-2.48,-31.55,56.68,32.67,67.65,31.69
169,"2021-01-01","2026-08-05","方案 B",3,10,205.28,22.09,49.05,47.9,1.56,466,-15.29,-36.84,34.94,68.70,106.20,21.56
170,"2021-01-01","2026-08-10","方案 E",5,30,204.81,22.00,44.29,38.2,1.58,503,-16.05,-23.70,39.33,24.18,94.66,41.29
171,"2021-01-01","2026-08-10","方案 C",5,20,204.39,21.97,42.10,45.2,1.43,513,0.28,-34.01,84.60,66.26,31.08,14.33
172,"2021-01-01","2026-08-10","方案 A",2,120,203.46,21.91,48.07,41.5,1.57,217,-17.32,-33.63,134.35,62.78,26.85,14.27
173,"2021-01-01","2026-08-10","方案 E",8,30,203.19,21.89,35.18,38.5,1.51,795,-10.44,-20.22,45.76,39.62,69.33,23.14
174,"2021-01-01","2026-08-05","方案 A",5,20,202.30,21.88,52.71,41.9,1.44,675,-4.61,-36.48,96.25,22.18,66.86,24.70
175,"2021-01-01","2026-08-10","方案 B",3,30,202.07,21.81,50.82,40.4,1.61,349,-23.84,-30.09,34.42,30.87,124.42,43.71
176,"2021-01-01","2026-08-05","方案 D",5,90,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
177,"2021-01-01","2026-08-05","方案 D",5,120,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
178,"2021-01-01","2026-08-05","方案 D",5,180,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
179,"2021-01-01","2026-08-05","方案 D",5,240,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
180,"2021-01-01","2026-08-05","方案 D",5,300,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
181,"2021-01-01","2026-08-05","方案 D",5,360,201.05,21.79,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
182,"2021-01-01","2026-08-10","方案 D",5,90,201.05,21.73,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
183,"2021-01-01","2026-08-10","方案 D",5,180,201.05,21.73,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
184,"2021-01-01","2026-08-10","方案 D",5,240,201.05,21.73,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
185,"2021-01-01","2026-08-10","方案 D",5,300,201.05,21.73,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
186,"2021-01-01","2026-08-10","方案 D",5,360,201.05,21.73,54.76,44.0,1.53,398,9.12,-42.58,118.44,28.02,54.18,11.45
187,"2021-01-01","2026-08-10","方案 B",8,120,199.86,21.65,27.40,43.4,1.50,730,2.80,-22.43,63.58,28.05,61.38,11.25
188,"2021-01-01","2026-08-10","方案 B",2,30,199.43,21.61,41.37,39.9,1.53,263,-10.64,-30.74,47.12,41.08,79.52,29.84
