exp_id,strategy,ticker,buy_date,pnl_pct,bias_pct,runup60_pct,limitup_streak
2516,A,2382,2023-06-19,6.36,20.72,89.18,0
2516,A,2382,2024-10-21,3.58,12.02,29.02,0
2516,A,2382,2025-04-21,18.47,1.92,29.97,0
2516,A,2383,2021-06-21,-2.23,19.76,42.33,0
2516,A,2383,2023-07-10,16.77,12.86,80.78,0
2516,A,2383,2024-02-05,-1.6,19.37,38.77,0
2516,A,2383,2024-12-02,18.14,11.68,21.59,0
2516,A,2383,2024-12-16,-3.69,19.05,47.17,0
2516,A,2383,2025-02-10,-3.52,3.47,44.17,0
2516,A,2383,2025-11-17,-1.28,10.84,31.22,0
2516,A,2383,2026-02-09,15.65,17.7,58.78,0
2516,A,2383,2026-04-27,-7.64,34.8,203.21,0
2516,A,2385,2023-10-23,17.04,4.31,25.0,0
2516,A,2385,2023-11-13,15.69,15.44,47.29,0
2516,A,2385,2024-01-08,-3.37,0.77,49.58,0
2516,A,2385,2024-03-11,14.57,16.46,36.76,0
2516,A,2395,2024-07-22,-6.73,2.39,9.49,0
2516,A,2395,2026-03-09,-1.46,10.28,26.87,0
2516,A,2404,2022-06-13,-2.21,3.48,7.87,0
2516,A,2404,2023-10-23,1.92,2.49,11.79,0
2516,A,2404,2024-07-29,-8.19,-2.38,4.05,0
2516,A,2404,2025-03-31,-8.98,4.32,11.61,0
2516,A,2404,2025-08-25,-5.92,17.19,110.67,0
2516,A,2404,2026-06-15,-7.8,16.85,68.09,0
2516,A,2412,2022-04-11,-2.51,2.73,12.55,0
2516,A,2412,2022-06-20,2.22,-0.28,1.21,0
2516,A,2412,2024-04-22,-2.18,0.08,5.91,0
2516,A,2412,2024-07-29,1.86,1.17,2.53,0
2516,A,2412,2026-07-20,-2.39,2.22,6.55,0
2516,A,2421,2022-10-24,-6.44,7.45,15.67,0
2516,A,2421,2024-01-29,17.24,12.77,25.13,0
2516,A,2436,2021-11-15,-1.98,27.34,58.59,0
2516,A,2449,2021-12-06,-1.81,4.41,22.15,0
2516,A,2449,2023-02-13,15.17,4.91,19.2,0
2516,A,2449,2023-03-13,1.8,10.81,36.04,0
2516,A,2449,2024-07-08,-16.84,20.3,57.4,1
2516,A,2449,2025-11-03,-5.26,22.64,93.1,0
