期間,進場方式,股票代號,名稱,買進日,賣出日,買進價,賣出價,損益%,損益金額,持有天數,出場原因
全期間2021-2026,3:3:4分批,2368,金像電,2023-05-22,2023-06-09,112.98,132.6,16.67,37927.91,18,15%停利
全期間2021-2026,3:3:4分批,3653,健策,2023-05-29,2023-06-01,589.73,577.28,-2.7,-66.13,3,積分轉負
全期間2021-2026,3:3:4分批,2449,京元電子,2023-05-29,2023-06-20,45.37,46.88,2.72,93.35,22,積分轉負
全期間2021-2026,3:3:4分批,2382,廣達,2023-06-12,2023-06-16,114.35,132.08,14.81,5636.2,4,15%停利
全期間2021-2026,3:3:4分批,2308,台達電,2023-06-12,2023-06-26,330.73,324.52,-2.46,-3994.37,14,積分轉負
全期間2021-2026,3:3:4分批,2376,技嘉,2023-06-12,2023-06-27,220.1,207.07,-6.48,-4557.15,15,積分轉負
全期間2021-2026,3:3:4分批,2455,全新,2023-06-12,2023-07-03,116.62,113.59,-3.18,-2597.28,21,積分轉負
全期間2021-2026,3:3:4分批,3680,未知,2023-06-12,2023-07-05,384.31,387.38,0.2,393.81,23,積分轉負
全期間2021-2026,3:3:4分批,2383,台光電,2023-06-12,2023-07-11,241.09,279.33,15.17,22494.72,29,15%停利
全期間2021-2026,3:3:4分批,3035,智原,2023-06-19,2023-07-04,201.67,240.78,18.68,108915.04,15,15%停利
全期間2021-2026,3:3:4分批,2382,廣達,2023-06-19,2023-07-12,137.46,166.21,20.19,47757.72,23,15%停利
全期間2021-2026,3:3:4分批,2317,鴻海,2023-06-26,2023-06-30,100.66,98.48,-2.75,-2593.18,4,積分轉負
全期間2021-2026,3:3:4分批,8050,未知,2023-07-03,2023-07-10,80.04,72.77,-9.62,-855.12,7,觸發停損
全期間2021-2026,3:3:4分批,8996,高力,2023-07-03,2023-07-12,360.1,332.51,-8.21,-1043.41,9,積分轉負
全期間2021-2026,3:3:4分批,6669,緯穎,2023-07-03,2023-07-13,1411.06,1736.45,22.32,8086.26,10,15%停利
全期間2021-2026,3:3:4分批,6285,未知,2023-07-03,2023-07-19,97.09,98.3,0.64,132.83,16,觸發停損
全期間2021-2026,3:3:4分批,6274,台燿,2023-07-10,2023-07-14,72.84,89.09,21.58,53892.92,4,15%停利
全期間2021-2026,3:3:4分批,6274,台燿,2023-07-17,2023-07-24,97.86,112.64,14.41,4917.44,7,15%停利
全期間2021-2026,3:3:4分批,2383,台光電,2023-07-17,2023-07-24,288.8,337.56,16.19,4551.69,7,15%停利
全期間2021-2026,3:3:4分批,6239,未知,2023-07-17,2023-07-25,93.1,91.85,-1.94,-1429.28,8,積分轉負
全期間2021-2026,3:3:4分批,8050,未知,2023-07-17,2023-07-27,83.74,80.22,-4.77,-2511.94,10,積分轉負
全期間2021-2026,3:3:4分批,1519,未知,2023-07-17,2023-08-02,163.49,147.72,-10.19,-7366.94,16,積分轉負
全期間2021-2026,3:3:4分批,8081,未知,2023-07-17,2023-08-22,175.34,190.1,7.77,15936.88,36,觸發停損
全期間2021-2026,3:3:4分批,2449,京元電子,2023-07-17,2023-08-23,57.29,67.66,17.38,23087.22,37,15%停利
全期間2021-2026,3:3:4分批,4979,未知,2023-07-24,2023-08-01,180.37,165.91,-8.57,-25714.85,8,積分轉負
全期間2021-2026,3:3:4分批,6187,萬潤,2023-07-31,2023-08-02,135.98,115.87,-15.3,-9049.26,2,積分轉負
全期間2021-2026,3:3:4分批,3131,弘塑,2023-07-31,2023-08-02,633.57,528.29,-17.12,-12044.98,2,積分轉負
全期間2021-2026,3:3:4分批,6531,愛普*,2023-07-31,2023-08-04,363.59,326.9,-10.63,-9451.97,4,積分轉負
全期間2021-2026,3:3:4分批,3044,健鼎,2023-07-31,2023-08-30,155.53,167.02,6.75,18339.56,30,積分轉負
全期間2021-2026,3:3:4分批,6830,汎銓,2023-08-07,2023-08-10,175.52,162.57,-7.93,-3480.46,3,積分轉負
全期間2021-2026,3:3:4分批,2404,未知,2023-08-07,2023-08-21,205.69,195.58,-5.48,-6677.5,14,積分轉負
全期間2021-2026,3:3:4分批,8050,未知,2023-08-07,2023-08-21,86.9,88.42,1.14,1079.89,14,積分轉負
全期間2021-2026,3:3:4分批,2357,華碩,2023-08-07,2023-08-24,319.86,369.5,14.83,6136.11,17,15%停利
全期間2021-2026,3:3:4分批,6412,未知,2023-08-07,2023-09-06,99.47,101.45,1.38,2106.67,30,觸發停損
全期間2021-2026,3:3:4分批,3661,世芯-KY,2023-08-21,2023-08-24,2112.5,2434.5,14.55,12206.52,3,15%停利
全期間2021-2026,3:3:4分批,6285,未知,2023-08-21,2023-09-04,112.57,116.18,2.58,5131.07,14,積分轉負
全期間2021-2026,3:3:4分批,3533,嘉澤,2023-08-21,2023-09-20,789.35,800.46,0.8,3115.88,30,積分轉負
全期間2021-2026,3:3:4分批,2412,未知,2023-08-28,2023-09-01,104.34,103.89,-1.02,-1357.24,4,積分轉負
全期間2021-2026,3:3:4分批,2303,聯電,2023-08-28,2023-09-08,39.71,39.98,0.08,83.25,11,積分轉負
全期間2021-2026,3:3:4分批,3711,日月光投控,2023-08-28,2023-09-11,110.12,105.03,-5.19,-2360.93,14,積分轉負
全期間2021-2026,3:3:4分批,2337,未知,2023-08-28,2023-09-20,32.6,33.43,1.92,4305.67,23,積分轉負
全期間2021-2026,3:3:4分批,3035,智原,2023-09-04,2023-09-20,331.61,303.26,-9.1,-4639.84,16,積分轉負
全期間2021-2026,3:3:4分批,6257,未知,2023-09-04,2023-09-21,52.46,51.69,-2.06,-5002.8,17,觸發停損
全期間2021-2026,3:3:4分批,8299,群聯,2023-09-04,2023-09-25,410.6,418.93,1.42,5236.84,21,積分轉負
全期間2021-2026,3:3:4分批,2458,未知,2023-09-11,2023-09-25,120.07,118.77,-1.68,-2459.26,14,積分轉負
全期間2021-2026,3:3:4分批,4966,譜瑞-KY,2023-09-25,2023-09-27,968.87,930.11,-4.57,-1285.58,2,積分轉負
全期間2021-2026,3:3:4分批,5388,未知,2023-09-25,2023-09-27,117.32,111.0,-5.95,-2748.18,2,積分轉負
全期間2021-2026,3:3:4分批,6239,未知,2023-09-25,2023-09-27,92.71,90.48,-2.99,-1813.45,2,積分轉負
全期間2021-2026,3:3:4分批,6274,台燿,2023-09-25,2023-10-13,131.58,127.87,-3.4,-1722.62,18,積分轉負
全期間2021-2026,3:3:4分批,6213,聯茂,2023-09-25,2023-10-13,87.8,86.86,-1.66,-1317.17,18,積分轉負
全期間2021-2026,3:3:4分批,2368,金像電,2023-09-25,2023-10-17,203.41,197.95,-3.27,-2019.23,22,積分轉負
全期間2021-2026,3:3:4分批,2345,智邦,2023-09-25,2023-10-18,486.86,464.71,-5.12,-5614.73,23,積分轉負
全期間2021-2026,3:3:4分批,3680,未知,2023-09-25,2023-10-19,325.53,347.82,6.21,4500.12,24,積分轉負
全期間2021-2026,3:3:4分批,1560,未知,2023-10-02,2023-10-05,155.42,150.07,-4.02,-4143.0,3,積分轉負
全期間2021-2026,3:3:4分批,6531,愛普*,2023-10-02,2023-10-06,377.41,361.21,-4.87,-4533.93,4,積分轉負
全期間2021-2026,3:3:4分批,2382,廣達,2023-10-02,2023-10-12,225.6,210.97,-7.04,-7298.35,10,積分轉負
全期間2021-2026,3:3:4分批,3443,創意,2023-10-16,2023-10-19,1666.09,1583.51,-5.52,-2544.46,3,積分轉負
全期間2021-2026,3:3:4分批,3035,智原,2023-10-16,2023-10-20,336.42,321.52,-5.0,-2523.19,4,積分轉負
全期間2021-2026,3:3:4分批,6510,未知,2023-10-16,2023-10-24,570.92,555.17,-3.34,-1749.24,8,積分轉負
全期間2021-2026,3:3:4分批,2303,聯電,2023-10-16,2023-10-27,41.25,40.77,-1.76,-1725.91,11,積分轉負
全期間2021-2026,3:3:4分批,6643,M31,2023-10-16,2023-10-27,742.57,734.36,-1.7,-897.01,11,積分轉負
全期間2021-2026,3:3:4分批,2404,未知,2023-10-23,2023-11-08,213.5,213.6,-0.55,-2893.39,16,積分轉負
全期間2021-2026,3:3:4分批,2385,未知,2023-10-23,2023-11-13,110.43,127.26,14.56,41711.78,21,15%停利
全期間2021-2026,3:3:4分批,3227,未知,2023-10-30,2023-11-06,116.84,112.84,-4.0,-2155.18,7,積分轉負
全期間2021-2026,3:3:4分批,6139,亞翔,2023-10-30,2023-11-08,122.65,118.74,-3.77,-2730.37,9,積分轉負
全期間2021-2026,3:3:4分批,6488,未知,2023-10-30,2023-11-09,463.85,476.83,2.18,4113.59,10,積分轉負
全期間2021-2026,3:3:4分批,2458,未知,2023-10-30,2023-11-10,129.34,124.92,-3.99,-2091.69,11,積分轉負
全期間2021-2026,3:3:4分批,4979,未知,2023-10-30,2023-11-13,161.68,167.84,3.19,1962.83,14,積分轉負
全期間2021-2026,3:3:4分批,3661,世芯-KY,2023-10-30,2023-11-16,2936.27,3030.98,2.61,2815.6,17,積分轉負
全期間2021-2026,3:3:4分批,6412,未知,2023-11-06,2023-12-08,121.24,121.65,-0.26,-350.0,32,積分轉負
全期間2021-2026,3:3:4分批,6669,緯穎,2023-11-13,2023-11-17,1801.45,1699.3,-6.23,-2767.21,4,積分轉負
全期間2021-2026,3:3:4分批,6415,未知,2023-11-13,2023-11-17,346.96,410.18,17.51,7925.1,4,15%停利
全期間2021-2026,3:3:4分批,3044,健鼎,2023-11-13,2023-11-20,177.82,173.32,-3.11,-1609.81,7,積分轉負
全期間2021-2026,3:3:4分批,2449,京元電子,2023-11-13,2023-11-20,77.18,73.98,-4.73,-2841.28,7,積分轉負
全期間2021-2026,3:3:4分批,5269,祥碩,2023-11-13,2023-11-21,1362.67,1409.82,2.84,1010.33,8,積分轉負
全期間2021-2026,3:3:4分批,2385,未知,2023-11-13,2023-12-11,131.33,144.29,9.21,19290.46,28,觸發停損
全期間2021-2026,3:3:4分批,6415,未知,2023-11-20,2023-11-24,404.79,403.81,-0.84,-332.27,4,積分轉負
全期間2021-2026,3:3:4分批,2345,智邦,2023-11-20,2023-11-24,532.88,518.48,-3.28,-1617.39,4,積分轉負
全期間2021-2026,3:3:4分批,5347,未知,2023-11-20,2023-11-28,70.41,71.41,0.8,565.97,8,積分轉負
全期間2021-2026,3:3:4分批,2313,華通,2023-11-20,2023-12-04,61.66,67.92,9.49,9488.66,14,積分轉負
全期間2021-2026,3:3:4分批,6414,樺漢,2023-11-20,2023-12-05,247.69,237.89,-4.53,-4112.27,15,積分轉負
全期間2021-2026,3:3:4分批,6510,未知,2023-11-27,2023-12-04,573.88,563.05,-2.47,-2562.01,7,積分轉負
全期間2021-2026,3:3:4分批,3034,聯詠,2023-11-27,2023-12-08,436.89,436.52,-0.68,-1491.99,11,積分轉負
全期間2021-2026,3:3:4分批,1513,未知,2023-11-27,2023-12-13,112.9,114.62,0.91,1596.47,16,積分轉負
全期間2021-2026,3:3:4分批,2492,未知,2023-12-04,2023-12-06,133.1,126.94,-5.2,-4548.2,2,積分轉負
全期間2021-2026,3:3:4分批,1519,未知,2023-12-04,2023-12-07,223.57,260.41,15.78,9979.9,3,15%停利
全期間2021-2026,3:3:4分批,6488,未知,2023-12-04,2023-12-07,546.4,533.41,-2.96,-4039.35,3,積分轉負
全期間2021-2026,3:3:4分批,8086,未知,2023-12-11,2023-12-13,137.7,133.29,-3.78,-873.87,2,積分轉負
全期間2021-2026,3:3:4分批,6239,未知,2023-12-11,2023-12-14,109.65,132.38,20.01,11579.37,3,15%停利
全期間2021-2026,3:3:4分批,6643,M31,2023-12-11,2023-12-18,928.21,809.93,-13.27,-4072.69,7,觸發停損
全期間2021-2026,3:3:4分批,8299,群聯,2023-12-11,2023-12-18,476.29,477.2,-0.41,-214.35,7,積分轉負
全期間2021-2026,3:3:4分批,3037,欣興,2023-12-11,2023-12-19,172.5,169.11,-2.55,-1223.82,8,積分轉負
全期間2021-2026,3:3:4分批,4966,譜瑞-KY,2023-12-11,2023-12-20,1104.94,1105.93,-0.51,-337.59,9,積分轉負
全期間2021-2026,3:3:4分批,6488,未知,2023-12-11,2023-12-20,563.04,568.67,0.39,430.03,9,積分轉負
全期間2021-2026,3:3:4分批,2385,未知,2023-12-18,2023-12-21,154.5,149.82,-3.61,-1629.2,3,積分轉負
全期間2021-2026,3:3:4分批,2353,宏碁,2023-12-18,2023-12-22,34.63,40.32,15.76,12153.58,4,15%停利
全期間2021-2026,3:3:4分批,6257,未知,2023-12-18,2023-12-28,61.9,59.64,-4.23,-2201.64,10,積分轉負
全期間2021-2026,3:3:4分批,3653,健策,2023-12-18,2024-01-03,703.09,689.42,-2.53,-1373.17,16,積分轉負
全期間2021-2026,3:3:4分批,2357,華碩,2023-12-18,2024-01-04,387.6,391.94,0.51,735.0,17,積分轉負
全期間2021-2026,3:3:4分批,6415,未知,2023-12-25,2023-12-29,423.41,490.06,15.05,6915.67,4,15%停利
全期間2021-2026,3:3:4分批,2458,未知,2023-12-25,2024-01-03,143.46,139.49,-3.35,-2312.72,9,積分轉負
全期間2021-2026,3:3:4分批,3231,緯創,2023-12-25,2024-01-03,87.98,85.15,-3.79,-2769.48,9,積分轉負
全期間2021-2026,3:3:4分批,6669,緯穎,2023-12-25,2024-01-03,1694.66,1573.94,-7.68,-4167.51,9,積分轉負
全期間2021-2026,3:3:4分批,1560,未知,2023-12-25,2024-01-03,179.7,182.61,1.01,583.24,9,積分轉負
全期間2021-2026,3:3:4分批,6139,亞翔,2024-01-08,2024-01-11,153.26,144.06,-6.57,-1246.45,3,積分轉負
全期間2021-2026,3:3:4分批,2301,未知,2024-01-08,2024-01-11,103.96,98.51,-5.81,-2058.43,3,積分轉負
全期間2021-2026,3:3:4分批,3189,景碩,2024-01-08,2024-01-11,95.53,93.96,-2.22,-1017.11,3,積分轉負
全期間2021-2026,3:3:4分批,2330,台積電,2024-01-08,2024-01-17,562.18,558.82,-1.19,-1750.62,9,積分轉負
全期間2021-2026,3:3:4分批,6488,未知,2024-01-08,2024-01-17,551.39,535.27,-3.5,-2599.28,9,積分轉負
全期間2021-2026,3:3:4分批,2385,未知,2024-01-08,2024-01-19,152.8,148.54,-3.37,-1003.33,11,積分轉負
全期間2021-2026,3:3:4分批,5269,祥碩,2024-01-08,2024-01-24,1778.42,1721.02,-3.81,-2710.23,16,積分轉負
全期間2021-2026,3:3:4分批,3034,聯詠,2024-01-08,2024-01-29,444.3,446.83,-0.03,-42.86,21,積分轉負
全期間2021-2026,3:3:4分批,6531,愛普*,2024-01-15,2024-01-19,513.7,494.63,-4.29,-4629.92,4,積分轉負
全期間2021-2026,3:3:4分批,1560,未知,2024-01-15,2024-01-19,191.36,188.93,-1.86,-1977.1,4,積分轉負
全期間2021-2026,3:3:4分批,6643,M31,2024-01-15,2024-01-26,1091.74,1260.89,14.8,25313.7,11,15%停利
全期間2021-2026,3:3:4分批,2059,川湖,2024-01-22,2024-01-26,1051.25,977.91,-7.53,-4661.46,4,積分轉負
全期間2021-2026,3:3:4分批,2383,台光電,2024-01-22,2024-01-26,420.36,400.09,-5.39,-3553.08,4,積分轉負
全期間2021-2026,3:3:4分批,3231,緯創,2024-01-22,2024-02-01,106.1,104.73,-1.88,-2446.93,10,積分轉負
全期間2021-2026,3:3:4分批,3017,奇鋐,2024-01-22,2024-02-01,377.64,448.25,17.99,16502.88,10,15%停利
全期間2021-2026,3:3:4分批,2376,技嘉,2024-01-22,2024-02-15,282.56,336.29,18.3,37263.39,24,15%停利
全期間2021-2026,3:3:4分批,1519,未知,2024-01-29,2024-02-01,285.69,352.51,22.65,8600.42,3,15%停利
全期間2021-2026,3:3:4分批,2330,台積電,2024-01-29,2024-02-01,623.26,604.02,-3.67,-4142.38,3,積分轉負
全期間2021-2026,3:3:4分批,2421,建準,2024-01-29,2024-02-20,112.31,121.11,7.19,5410.46,22,積分轉負
全期間2021-2026,3:3:4分批,3037,欣興,2024-01-29,2024-02-27,183.38,173.47,-5.97,-11429.63,29,觸發停損
全期間2021-2026,3:3:4分批,2313,華通,2024-01-29,2024-02-27,68.52,70.25,1.91,3427.49,29,觸發停損
全期間2021-2026,3:3:4分批,3231,緯創,2024-02-05,2024-02-20,113.38,111.11,-2.59,-2017.39,15,積分轉負
全期間2021-2026,3:3:4分批,2383,台光電,2024-02-05,2024-02-21,488.5,475.38,-3.27,-4555.17,16,積分轉負
全期間2021-2026,3:3:4分批,6274,台燿,2024-02-05,2024-03-14,143.58,144.03,-0.29,-648.66,38,積分轉負
全期間2021-2026,3:3:4分批,3081,聯亞,2024-02-05,2024-03-22,129.92,125.54,-3.95,-11167.81,46,積分轉負
全期間2021-2026,3:3:4分批,3131,弘塑,2024-02-26,2024-03-06,836.67,976.19,15.98,21082.52,9,15%停利
全期間2021-2026,3:3:4分批,1519,未知,2024-02-26,2024-03-08,388.63,362.63,-7.25,-3820.1,11,積分轉負
全期間2021-2026,3:3:4分批,3653,健策,2024-02-26,2024-03-11,924.16,929.65,-0.01,-12.74,14,積分轉負
全期間2021-2026,3:3:4分批,2454,聯發科,2024-02-26,2024-03-15,1070.06,1040.18,-3.37,-11900.93,18,積分轉負
全期間2021-2026,3:3:4分批,3017,奇鋐,2024-03-04,2024-03-08,542.79,562.39,2.99,2815.49,4,觸發停損
全期間2021-2026,3:3:4分批,2455,全新,2024-03-04,2024-03-11,172.77,163.7,-5.82,-7822.1,7,積分轉負
全期間2021-2026,3:3:4分批,2317,鴻海,2024-03-11,2024-03-15,100.04,120.6,19.83,21510.0,4,15%停利
全期間2021-2026,3:3:4分批,2404,未知,2024-03-11,2024-03-15,338.86,301.06,-11.69,-6722.51,4,觸發停損
全期間2021-2026,3:3:4分批,2385,未知,2024-03-11,2024-03-18,186.85,215.37,14.57,6137.06,7,15%停利
全期間2021-2026,3:3:4分批,3037,欣興,2024-03-11,2024-03-27,182.18,185.58,1.26,2490.2,16,積分轉負
全期間2021-2026,3:3:4分批,3324,雙鴻,2024-03-11,2024-04-03,661.88,768.32,15.39,16638.21,23,15%停利
全期間2021-2026,3:3:4分批,5269,祥碩,2024-03-18,2024-03-20,2168.96,2074.65,-4.92,-1900.53,2,積分轉負
全期間2021-2026,3:3:4分批,1503,未知,2024-03-18,2024-03-21,212.52,251.15,17.47,6039.62,3,15%停利
全期間2021-2026,3:3:4分批,3034,聯詠,2024-03-18,2024-03-25,519.87,506.12,-3.23,-2175.7,7,積分轉負
全期間2021-2026,3:3:4分批,8046,南電,2024-03-18,2024-03-25,202.59,200.19,-1.78,-1334.27,7,積分轉負
全期間2021-2026,3:3:4分批,5347,未知,2024-03-18,2024-03-27,75.74,77.82,2.13,1790.32,9,積分轉負
全期間2021-2026,3:3:4分批,3587,閎康,2024-03-25,2024-03-29,241.63,240.74,-0.97,-774.28,4,積分轉負
全期間2021-2026,3:3:4分批,2421,建準,2024-03-25,2024-04-03,117.14,116.14,-1.45,-1639.3,9,積分轉負
全期間2021-2026,3:3:4分批,6274,台燿,2024-03-25,2024-04-11,166.97,170.8,1.68,2987.66,17,積分轉負
全期間2021-2026,3:3:4分批,2317,鴻海,2024-03-25,2024-04-11,138.7,137.04,-1.79,-3929.91,17,積分轉負
全期間2021-2026,3:3:4分批,3533,嘉澤,2024-03-25,2024-04-12,1368.12,1407.61,2.27,3320.02,18,積分轉負
全期間2021-2026,3:3:4分批,2492,未知,2024-04-01,2024-04-09,117.47,111.31,-5.81,-6582.93,8,積分轉負
全期間2021-2026,3:3:4分批,3413,未知,2024-04-01,2024-04-10,272.98,265.66,-3.26,-5252.51,9,積分轉負
全期間2021-2026,3:3:4分批,6213,聯茂,2024-04-01,2024-04-15,104.7,111.21,5.59,11869.91,14,觸發停損
全期間2021-2026,3:3:4分批,6139,亞翔,2024-04-08,2024-04-12,269.23,339.21,25.24,37945.23,4,15%停利
全期間2021-2026,3:3:4分批,6415,未知,2024-04-15,2024-04-17,390.89,363.29,-7.62,-5729.71,2,積分轉負
全期間2021-2026,3:3:4分批,6515,穎崴,2024-04-15,2024-04-19,851.99,789.42,-7.9,-6105.63,4,積分轉負
全期間2021-2026,3:3:4分批,3017,奇鋐,2024-04-15,2024-04-22,603.54,555.53,-8.51,-4585.42,7,積分轉負
全期間2021-2026,3:3:4分批,5434,未知,2024-04-15,2024-04-24,223.05,228.0,1.61,1503.06,9,積分轉負
全期間2021-2026,3:3:4分批,2412,未知,2024-04-22,2024-04-26,111.92,110.14,-2.18,-4130.15,4,積分轉負
全期間2021-2026,3:3:4分批,2301,未知,2024-04-22,2024-05-03,91.66,92.44,0.25,314.12,11,積分轉負
全期間2021-2026,3:3:4分批,2492,未知,2024-04-22,2024-05-10,106.62,107.05,-0.2,-316.6,18,積分轉負
全期間2021-2026,3:3:4分批,3532,未知,2024-04-29,2024-05-02,171.55,163.51,-5.25,-3442.69,3,積分轉負
全期間2021-2026,3:3:4分批,6274,台燿,2024-04-29,2024-05-07,173.56,172.14,-1.41,-526.57,8,積分轉負
全期間2021-2026,3:3:4分批,3443,創意,2024-04-29,2024-05-10,1321.21,1233.78,-7.18,-2625.26,11,積分轉負
全期間2021-2026,3:3:4分批,6214,未知,2024-04-29,2024-05-10,110.36,107.73,-2.96,-4402.2,11,積分轉負
全期間2021-2026,3:3:4分批,2317,鴻海,2024-04-29,2024-05-20,148.81,153.03,2.22,2261.03,21,積分轉負
全期間2021-2026,3:3:4分批,8996,高力,2024-04-29,2024-05-23,400.14,468.28,16.33,11551.91,24,15%停利
全期間2021-2026,3:3:4分批,2360,致茂,2024-05-06,2024-05-10,248.63,239.65,-4.19,-4822.68,4,積分轉負
全期間2021-2026,3:3:4分批,2357,華碩,2024-05-06,2024-05-21,394.61,422.16,6.34,23451.67,15,觸發停損
全期間2021-2026,3:3:4分批,6269,未知,2024-05-13,2024-05-21,95.81,92.58,-3.94,-2613.98,8,積分轉負
全期間2021-2026,3:3:4分批,4958,未知,2024-05-13,2024-05-22,111.37,107.0,-4.5,-6104.2,9,積分轉負
全期間2021-2026,3:3:4分批,8210,勤誠,2024-05-13,2024-05-30,304.44,302.27,-1.31,-908.77,17,觸發停損
全期間2021-2026,3:3:4分批,6206,未知,2024-05-13,2024-06-07,80.22,83.59,3.59,9323.58,25,積分轉負
全期間2021-2026,3:3:4分批,2454,聯發科,2024-05-13,2024-06-13,1100.93,1269.3,14.6,25822.9,31,15%停利
全期間2021-2026,3:3:4分批,3443,創意,2024-05-20,2024-06-14,1475.35,1535.14,3.43,20536.21,25,積分轉負
全期間2021-2026,3:3:4分批,6415,未知,2024-05-27,2024-05-30,471.24,461.38,-2.68,-1318.4,3,積分轉負
全期間2021-2026,3:3:4分批,2458,未知,2024-05-27,2024-05-31,155.62,146.63,-6.34,-4545.74,4,積分轉負
全期間2021-2026,3:3:4分批,2303,聯電,2024-05-27,2024-05-31,49.52,48.12,-3.41,-3912.21,4,積分轉負
全期間2021-2026,3:3:4分批,2345,智邦,2024-05-27,2024-06-11,498.74,507.92,1.23,1583.41,15,積分轉負
全期間2021-2026,3:3:4分批,1560,未知,2024-06-03,2024-06-05,281.69,273.44,-3.51,-2122.55,2,積分轉負
全期間2021-2026,3:3:4分批,3013,晟銘電,2024-06-03,2024-06-07,93.65,90.68,-3.74,-1909.8,4,積分轉負
全期間2021-2026,3:3:4分批,5483,未知,2024-06-03,2024-06-07,193.44,189.37,-2.69,-2241.06,4,積分轉負
全期間2021-2026,3:3:4分批,6643,M31,2024-06-03,2024-06-12,932.32,911.78,-2.79,-1626.66,9,積分轉負
全期間2021-2026,3:3:4分批,3529,力旺,2024-06-17,2024-06-21,2659.64,2556.97,-4.44,-3364.11,4,積分轉負
全期間2021-2026,3:3:4分批,3081,聯亞,2024-06-17,2024-06-21,133.22,155.79,16.25,11090.41,4,15%停利
全期間2021-2026,3:3:4分批,6415,未知,2024-06-17,2024-06-25,517.58,492.93,-5.33,-3447.76,8,積分轉負
全期間2021-2026,3:3:4分批,3035,智原,2024-06-17,2024-06-25,313.35,301.82,-4.26,-3877.66,8,積分轉負
全期間2021-2026,3:3:4分批,2455,全新,2024-06-24,2024-06-26,166.78,152.76,-8.95,-3435.51,2,積分轉負
全期間2021-2026,3:3:4分批,2449,京元電子,2024-06-24,2024-07-02,102.38,99.26,-3.62,-1453.9,8,積分轉負
全期間2021-2026,3:3:4分批,5483,未知,2024-06-24,2024-07-03,196.75,196.15,-0.9,-1527.37,9,積分轉負
全期間2021-2026,3:3:4分批,1503,未知,2024-06-24,2024-07-09,273.3,272.36,-0.94,-287.52,15,積分轉負
全期間2021-2026,3:3:4分批,2368,金像電,2024-06-24,2024-07-11,205.46,213.59,3.34,5740.57,17,積分轉負
全期間2021-2026,3:3:4分批,2308,台達電,2024-06-24,2024-07-17,381.79,401.72,4.59,8378.93,23,積分轉負
全期間2021-2026,3:3:4分批,5434,未知,2024-07-01,2024-07-03,259.91,253.85,-2.92,-3643.46,2,積分轉負
全期間2021-2026,3:3:4分批,3131,弘塑,2024-07-01,2024-07-11,1377.74,1301.59,-6.09,-5951.24,10,積分轉負
全期間2021-2026,3:3:4分批,6488,未知,2024-07-01,2024-07-17,544.32,541.82,-1.06,-2663.94,16,積分轉負
全期間2021-2026,3:3:4分批,2317,鴻海,2024-07-08,2024-07-15,212.24,202.87,-4.99,-5897.11,7,積分轉負
全期間2021-2026,3:3:4分批,3105,穩懋,2024-07-08,2024-07-22,175.73,153.58,-13.13,-13459.34,14,觸發停損
全期間2021-2026,3:3:4分批,2449,京元電子,2024-07-08,2024-07-26,118.4,99.06,-16.84,-13339.24,18,觸發停損
全期間2021-2026,3:3:4分批,2395,研華,2024-07-22,2024-07-26,356.07,334.11,-6.73,-6548.31,4,觸發停損
全期間2021-2026,3:3:4分批,3131,弘塑,2024-07-22,2024-08-02,1354.23,1374.02,0.85,228.73,11,積分轉負
全期間2021-2026,3:3:4分批,2412,未知,2024-07-22,2024-09-30,113.07,116.33,2.26,13275.04,70,積分轉負
全期間2021-2026,3:3:4分批,3374,未知,2024-07-29,2024-08-01,203.55,243.48,18.9,11519.37,3,15%停利
全期間2021-2026,3:3:4分批,2404,未知,2024-07-29,2024-08-05,311.11,287.35,-8.19,-11183.1,7,觸發停損
全期間2021-2026,3:3:4分批,2308,台達電,2024-07-29,2024-08-05,387.05,343.07,-11.89,-12187.05,7,觸發停損
全期間2021-2026,3:3:4分批,6187,萬潤,2024-08-12,2024-08-15,284.59,341.42,19.25,5751.51,3,15%停利
全期間2021-2026,3:3:4分批,3231,緯創,2024-08-12,2024-08-20,95.61,94.21,-2.05,-875.01,8,積分轉負
全期間2021-2026,3:3:4分批,3583,辛耘,2024-08-12,2024-08-22,429.18,443.12,2.63,1486.19,10,積分轉負
全期間2021-2026,3:3:4分批,5347,未知,2024-08-12,2024-08-22,115.11,110.73,-4.38,-3951.96,10,積分轉負
全期間2021-2026,3:3:4分批,1609,未知,2024-08-12,2024-08-27,50.85,51.48,0.62,283.74,15,積分轉負
全期間2021-2026,3:3:4分批,3587,閎康,2024-08-12,2024-08-30,265.33,271.75,1.81,1539.1,18,積分轉負
全期間2021-2026,3:3:4分批,2303,聯電,2024-08-12,2024-09-05,51.11,49.78,-3.19,-4215.09,24,積分轉負
全期間2021-2026,3:3:4分批,3529,力旺,2024-08-19,2024-08-26,2559.8,2500.73,-2.89,-4455.43,7,積分轉負
全期間2021-2026,3:3:4分批,6415,未知,2024-08-26,2024-08-30,472.72,464.83,-2.26,-1089.77,4,積分轉負
全期間2021-2026,3:3:4分批,2353,宏碁,2024-08-26,2024-09-03,41.21,40.06,-3.37,-3385.91,8,積分轉負
全期間2021-2026,3:3:4分批,2324,仁寶,2024-08-26,2024-09-04,31.32,29.65,-5.9,-4887.48,9,積分轉負
全期間2021-2026,3:3:4分批,2357,華碩,2024-08-26,2024-09-05,488.31,465.95,-5.15,-3524.5,10,積分轉負
